chr	-	chr1	1	0	158337067	chr1
band	chr14	q11	q11	2	11400678	gneg
band	chr14	q12	q12	11400679	14250848	gpos100
band	chr14	q13	q13	14250849	18526102	gneg
band	chr14	q14	q14	18526103	20521221	gpos100
band	chr14	q15	q15	20521222	29640940	gneg
band	chr14	q16	q16	29640941	31636058	gpos100
band	chr14	q17	q17	31636059	39331516	gneg
band	chr14	q18	q18	39331517	42466703	gpos100
band	chr14	q19	q19	42466704	50447178	gneg
band	chr14	q21	q21	50447179	64413009	gpos100
band	chr14	q22	q22	64413010	74387779	gneg
band	chr14	q23	q23	74387780	82653271	gpos100
band	chr14	q24	q24	82653272	84648390	gneg
band	chr15	cen	cen	0	1	acen
band	chr15	q11	q11	2	11765293	gneg
band	chr15	q12	q12	11765294	20589263	gpos100
band	chr15	q13	q13	20589264	24118851	gneg
band	chr15	q14	q14	24118852	29706515	gpos100
band	chr15	q21	q21	29706516	39412882	gneg
band	chr15	q22	q22	39412883	44118999	gpos100
band	chr15	q23	q23	44119000	54413631	gneg
band	chr15	q24	q24	54413632	60296277	gpos100
band	chr15	q25	q25	60296278	64708262	gneg
band	chr15	q26	q26	64708263	70296777	gpos100
band	chr15	q27	q27	70296778	73532232	gneg
band	chr15	q28	q28	73532233	81178823	gpos100
band	chr15	q29	q29	81178824	85296676	gneg
band	chr16	cen	cen	0	1	acen
band	chr16	q11	q11	2	12018591	gpos100
band	chr16	q12	q12	12018592	17727422	gneg
band	chr16	q13	q13	17727423	27341427	gpos100
band	chr16	q14	q14	27341428	30045610	gneg
band	chr16	q15	q15	30045611	38158160	gpos100
band	chr16	q16	q16	38158161	46270709	gneg
band	chr16	q17	q17	46270710	51078146	gpos100
band	chr16	q21	q21	51078147	65500456	gneg
band	chr16	q22	q22	65500457	69106034	gpos100
band	chr16	q23	q23	69106035	74514400	gneg
band	chr16	q24	q24	74514401	77819513	gpos100
band	chr16	q25	q25	77819514	81724687	gneg
band	chr17	cen	cen	0	1	acen
band	chr17	q11	q11	2	12025514	gneg
band	chr17	q12	q12	12025515	18038271	gpos100
band	chr17	q13	q13	18038272	21345288	gneg
band	chr17	q14	q14	21345289	24652304	gpos100
band	chr17	q15	q15	24652305	31566106	gneg
band	chr17	q21	q21	31566107	39683328	gpos100
band	chr17	q22	q22	39683329	42689707	gneg
band	chr17	q23	q23	42689708	51708842	gpos100
band	chr17	q24	q24	51708843	65538184	gneg
band	chr17	q25	q25	65538185	66740735	gpos100
band	chr17	q26	q26	66740736	75158596	gneg
band	chr18	cen	cen	0	1	acen
band	chr18	q11	q11	2	10435537	gpos100
band	chr18	q12.1	q12.1	10435538	14348864	gneg
band	chr18	q12.2	q12.2	14348865	17740414	gpos100
band	chr18	q13	q13	17740415	26609867	gneg
band	chr18	q14	q14	26609868	29740528	gpos100
band	chr18	q15	q15	29740529	31827636	gneg
band	chr18	q21	q21	31827637	39132512	gpos100
band	chr18	q22	q22	39132513	42524062	gneg
band	chr18	q23	q23	42524063	46959166	gpos100
band	chr18	q24	q24	46959167	60003588	gneg
band	chr18	q25	q25	60003589	63916915	gpos100
band	chr18	q26	q26	63916916	66004023	gneg
band	chr19	cen	cen	0	1	acen
band	chr19	q11	q11	2	10997124	gneg
band	chr19	q12	q12	10997125	17595399	gpos100
band	chr19	q13	q13	17595400	24742736	gneg
band	chr19	q14	q14	24742737	26392304	gpos100
band	chr19	q15	q15	26392305	35190004	gneg
band	chr19	q16	q16	35190005	37664357	gpos100
band	chr19	q17	q17	37664358	49486266	gneg
band	chr19	q21	q21	49486267	50531152	gpos100
band	chr19	q22	q22	50531153	60758319	gneg
band	chr19	q23	q23	60758320	64057457	gpos100
band	chr2	cen	cen	0	1	acen
band	chr2	q11	q11	2	11469699	gneg
band	chr2	q12.1	q12.1	11469700	14910609	gpos100
band	chr2	q12.2	q12.2	14910610	20071974	gneg
band	chr2	q12.3	q12.3	20071975	30967360	gpos100
band	chr2	q21	q21	30967361	40716604	gneg
band	chr2	q22	q22	40716605	48171909	gpos100
band	chr2	q23	q23	48171910	52473046	gneg
band	chr2	q24	q24	52473047	57347669	gpos100
band	chr2	q31	q31	57347670	63656004	gneg
band	chr2	q32	q32	63656005	68817368	gpos100
band	chr2	q33	q33	68817369	75124874	gneg
band	chr2	q34	q34	75124875	80859724	gpos100
band	chr2	q35	q35	80859725	85447604	gneg
band	chr2	q36	q36	85447605	91755939	gpos100
band	chr2	q41	q41	91755940	102365411	gneg
band	chr2	q42	q42	102365412	109533973	gpos100
band	chr2	q43	q43	109533974	112974883	gneg
band	chr2	q44	q44	112974884	120143445	gpos100
band	chr2	q45	q45	120143446	137060424	gneg
band	chr20	cen	cen	0	1	acen
band	chr20	q11	q11	2	12315135	gneg
band	chr20	q12	q12	12315136	16163615	gpos100
band	chr20	q13.1	q13.1	16163616	20627852	gneg
band	chr20	q13.2	q13.2	20627853	23706636	gpos100
band	chr20	q13.3	q13.3	23706637	28323922	gneg
band	chr20	q14	q14	28323923	30786949	gpos100
band	chr20	q15	q15	30786950	35713004	gneg
band	chr20	q16	q16	35713005	42178450	gpos100
band	chr20	q17	q17	42178451	50645106	gneg
band	chr20	q21	q21	50645107	62498424	gpos100
band	chr20	q22	q22	62498425	65269330	gneg
band	chr20	q23	q23	65269331	68963871	gpos100
band	chr20	q24	q24	68963872	72042655	gneg
band	chr21	cen	cen	0	1	acen
band	chr21	q11	q11	2	12728891	gneg
band	chr21	q12	q12	12728892	17502226	gpos100
band	chr21	q13	q13	17502227	19729782	gneg
band	chr21	q14	q14	19729783	24821338	gpos100
band	chr21	q15	q15	24821339	32139531	gneg
band	chr21	q16	q16	32139532	34685310	gpos100
band	chr21	q17	q17	34685311	42640867	gneg
band	chr21	q21	q21	42640868	49323535	gpos100
band	chr21	q22	q22	49323536	51232869	gneg
band	chr21	q23	q23	51232870	60779538	gpos100
band	chr21	q24	q24	60779539	71599096	gneg
band	chr22	cen	cen	0	1	acen
band	chr22	q11	q11	2	11483496	gneg
band	chr22	q12	q12	11483497	15215632	gpos100
band	chr22	q13	q13	15215633	24115341	gneg
band	chr22	q21	q21	24115342	33875483	gpos100
band	chr22	q22	q22	33875484	37033444	gneg
band	chr22	q23	q23	37033445	48516940	gpos100
band	chr22	q24	q24	48516941	61435874	gneg
band	chr23	cen	cen	0	1	acen
band	chr23	q11	q11	2	9773166	gneg
band	chr23	q12	q12	9773167	15148407	gpos100
band	chr23	q13.1	q13.1	15148407	18194048	gneg
band	chr23	q13	q13	18194049	20279319	gpos100
band	chr23	q14	q14	20279320	21744588	gneg
band	chr23	q15	q15	21744589	26142513	gpos100
band	chr23	q21	q21	26142514	33228058	gneg
band	chr23	q22	q22	33228059	34482187	gpos100
band	chr23	q22.1	q22.1	34482188	34881164	gneg
band	chr23	q22.2	q22.2	34881165	35261075	gpos100
band	chr23	q22.3	q22.3	35261076	35333102	gneg
band	chr23	q22.4	q22.4	35333103	35549185	gpos100
band	chr23	q22.5	q22.5	35549186	35621213	gneg
band	chr23	q22.7	q22.7	35621214	35693241	gpos100
band	chr23	q22.8	q22.8	35693242	38603300	gneg
band	chr23	q23.1	q23.1	38603301	39881438	gpos100
band	chr23	q23	q23	39881439	45444516	gneg
band	chr23	q24	q24	45444517	52530062	gpos100
band	chr24	cen	cen	0	1	acen
band	chr24	q11	q11	2	12308703	gpos100
band	chr24	q12	q12	12308704	15825476	gneg
band	chr24	q13	q13	15825477	26081882	gpos100
band	chr24	q21	q21	26081883	29012526	gneg
band	chr24	q22	q22	29012527	36632200	gpos100
band	chr24	q23	q23	36632201	42493487	gneg
band	chr24	q24	q24	42493488	45131067	gpos100
band	chr24	q25	q25	45131068	53922998	gneg
band	chr24	q26	q26	53922999	57732835	gpos100
band	chr24	q27	q27	57732836	62714930	gneg
band	chr25	cen	cen	0	1	acen
band	chr25	q11	q11	2	9636664	gpos100
band	chr25	q12	q12	9636665	13766280	gneg
band	chr25	q13	q13	13766281	18355040	gpos100
band	chr25	q14	q14	18355041	21107894	gneg
band	chr25	q21	q21	21107895	25008273	gpos100
band	chr25	q22	q22	25008274	31203032	gneg
band	chr25	q23	q23	31203033	35791792	gpos100
band	chr25	q24	q24	35791793	42904170	gneg
band	chr26	cen	cen	0	1	acen
band	chr26	q11	q11	2	11174545	gneg
band	chr26	q12	q12	11174546	17320545	gpos100
band	chr26	q13	q13	17320546	22907817	gneg
band	chr26	q14	q14	22907818	24025272	gpos100
band	chr26	q21	q21	24025273	29611737	gneg
band	chr26	q22	q22	29611738	36595828	gpos100
band	chr26	q23	q23	36595829	49725918	gneg
band	chr26	q24	q24	49725919	51681464	gpos100
band	chr27	cen	cen	0	1	acen
band	chr27	q11	q11	2	9314579	gneg
band	chr27	q12	q12	9314580	13273275	gpos100
band	chr27	q13	q13	13273276	16300514	gneg
band	chr27	q14	q14	16300515	21189995	gpos100
band	chr27	q15	q15	21189996	23984369	gneg
band	chr27	q16	q16	23984370	30038845	gpos100
band	chr27	q17	q17	30038846	35627593	gneg
band	chr27	q18	q18	35627594	39120560	gpos100
band	chr27	q19	q19	39120561	45407902	gneg
band	chr28	cen	cen	0	1	acen
band	chr28	q11	q11	2	9787848	gneg
band	chr28	q12	q12	9787849	12891313	gpos100
band	chr28	q13	q13	12891314	18143329	gneg
band	chr28	q14	q14	18143330	24588296	gpos100
band	chr28	q15	q15	24588297	27214304	gneg
band	chr28	q16	q16	27214305	31750136	gpos100
band	chr28	q17	q17	31750137	38195793	gneg
band	chr28	q18	q18	38195794	44402721	gpos100
band	chr28	q19	q19	44402722	46312546	gneg
band	chr29	cen	cen	0	1	acen
band	chr29	q11	q11	2	10885286	gneg
band	chr29	q12	q12	10885287	17257162	gpos100
band	chr29	q13	q13	17257163	21505078	gneg
band	chr29	q21	q21	21505079	31327619	gpos100
band	chr29	q22	q22	31327620	37433999	gneg
band	chr29	q23	q23	37434000	41150926	gpos100
band	chr29	q24	q24	41150927	51505224	gneg
band	chr3	cen	cen	0	1	acen
band	chr3	q11	q11	2	11064492	gneg
band	chr3	q12	q12	11064493	19086249	gpos100
band	chr3	q13	q13	19086250	25724145	gneg
band	chr3	q14	q14	25724146	27937043	gpos100
band	chr3	q21	q21	27937044	34575739	gneg
band	chr3	q22	q22	34575740	38724923	gpos100
band	chr3	q23	q23	38724924	46746680	gneg
band	chr3	q24	q24	46746681	57534560	gpos100
band	chr3	q31	q31	57534561	64173256	gneg
band	chr3	q32.1	q32.1	64173257	72470825	gpos100
band	chr3	q32.2	q32.2	72470826	74683724	gneg
band	chr3	q32.3	q32.3	74683725	81045807	gpos100
band	chr3	q33	q33	81045808	87684502	gneg
band	chr3	q34.1	q34.1	87684503	92663524	gpos100
band	chr3	q34.2	q34.2	92663525	96812709	gneg
band	chr3	q34.3	q34.3	96812710	101791730	gpos100
band	chr3	q35	q35	101791731	108430425	gneg
band	chr3	q36	q36	108430426	111749773	gpos100
band	chr3	q37	q37	111749774	121430405	gneg
band	chr4	cen	cen	0	1	acen
band	chr4	q11	q11	2	11480414	gneg
band	chr4	q12	q12	11480415	17220621	gpos100
band	chr4	q13	q13	17220622	22960828	gneg
band	chr4	q14	q14	22960829	31570309	gpos100
band	chr4	q15	q15	31570310	37884536	gneg
band	chr4	q21	q21	37884537	48216909	gpos100
band	chr4	q22	q22	48216910	53957116	gneg
band	chr4	q23	q23	53957117	61706396	gpos100
band	chr4	q24	q24	61706397	72325779	gneg
band	chr4	q25	q25	72325780	76630104	gpos100
band	chr4	q26	q26	76630105	82944332	gneg
band	chr4	q31	q31	82944333	93276705	gpos100
band	chr4	q32	q32	93276706	98155881	gneg
band	chr4	q33	q33	98155882	100451964	gpos100
band	chr4	q34	q34	100451965	107627222	gneg
band	chr4	q35	q35	107627223	110784336	gpos100
band	chr4	q36	q36	110784337	120829699	gneg
band	chr5	cen	cen	0	1	acen
band	chr5	q11	q11	2	11569746	gneg
band	chr5	q12	q12	11569747	15329914	gpos100
band	chr5	q13	q13	15329915	17933107	gneg
band	chr5	q14	q14	17933108	28345043	gpos100
band	chr5	q21	q21	28345044	43385713	gneg
band	chr5	q22	q22	43385714	49459830	gpos100
band	chr5	q23	q23	49459831	54376973	gneg
band	chr5	q24	q24	54376974	60451090	gpos100
band	chr5	q25	q25	60451091	67103694	gneg
band	chr5	q26	q26	67103695	73756298	gpos100
band	chr5	q31	q31	73756299	80986554	gneg
band	chr5	q32	q32	80986555	90242351	gpos100
band	chr5	q33	q33	90242352	92556301	gneg
band	chr5	q34	q34	92556302	103258316	gpos100
band	chr5	q35	q35	103258317	121191424	gneg
band	chr6	cen	cen	0	1	acen
band	chr6	q11	q11	2	11323258	gneg
band	chr6	q12	q12	11323259	17551049	gpos100
band	chr6	q13	q13	17551050	19815701	gneg
band	chr6	q14	q14	19815702	23778841	gpos100
band	chr6	q15	q15	23778842	34252037	gneg
band	chr6	q16	q16	34252038	40196747	gpos100
band	chr6	q17	q17	40196748	45292214	gneg
band	chr6	q18	q18	45292215	48123028	gpos100
band	chr6	q19	q19	48123029	50953843	gneg
band	chr6	q21	q21	50953844	59729368	gpos100
band	chr6	q22	q22	59729369	67655648	gneg
band	chr6	q23	q23	67655649	70769544	gpos100
band	chr6	q24	q24	70769545	79261169	gneg
band	chr6	q31	q31	79261170	96812219	gpos100
band	chr6	q32	q32	96812220	101907686	gneg
band	chr6	q33	q33	101907687	104738500	gpos100
band	chr6	q34	q34	104738501	108984722	gneg
band	chr6	q35	q35	108984723	113230944	gpos100
band	chr6	q36	q36	113230945	119458736	gneg
band	chr7	cen	cen	0	1	acen
band	chr7	q11	q11	2	11207987	gneg
band	chr7	q12	q12	11207988	16251582	gpos100
band	chr7	q13	q13	16251583	24376563	gneg
band	chr7	q14	q14	24376564	28579559	gpos100
band	chr7	q15	q15	28579560	39227147	gneg
band	chr7	q21	q21	39227148	52396533	gpos100
band	chr7	q22.1	q22.1	52396534	56039129	gneg
band	chr7	q22.2	q22.2	56039130	58841126	gpos100
band	chr7	q22.3	q22.3	58841127	66966918	gneg
band	chr7	q23	q23	66966919	72850301	gpos100
band	chr7	q24	q24	72850302	78454295	gneg
band	chr7	q25.1	q25.1	78454296	89662283	gpos100
band	chr7	q25.2	q25.2	89662284	91903881	gneg
band	chr7	q25.3	q25.3	91903882	103111869	gpos100
band	chr7	q26	q26	103111870	106474265	gneg
band	chr7	q27	q27	106474266	110677261	gpos100
band	chr7	q28	q28	110677262	112638659	gneg
band	chr8	cen	cen	0	1	acen
band	chr8	q11	q11	2	11540611	gneg
band	chr8	q12	q12	11540612	17887947	gpos100
band	chr8	q13	q13	17887948	23658252	gneg
band	chr8	q14	q14	23658253	32601392	gpos100
band	chr8	q15	q15	32601393	38660213	gneg
band	chr8	q16	q16	38660214	46450125	gpos100
band	chr8	q17	q17	46450126	54817068	gneg
band	chr8	q18	q18	54817069	63472527	gpos100
band	chr8	q21	q21	63472528	72705015	gneg
band	chr8	q22	q22	72705016	76166365	gpos100
band	chr8	q23	q23	76166366	83956277	gneg
band	chr8	q24	q24	83956278	87129945	gpos100
band	chr8	q25	q25	87129946	94919858	gneg
band	chr8	q26	q26	94919859	101555709	gpos100
band	chr8	q27	q27	101555710	109345622	gneg
band	chr8	q28	q28	109345623	113384836	gpos100
band	chr9	cen	cen	0	1	acen
band	chr9	q11	q11	2	11275720	gneg
band	chr9	q12.1	q12.1	11275721	18886831	gpos100
band	chr9	q12.2	q12.2	18886832	24805770	gneg
band	chr9	q13	q13	24805771	32980667	gpos100
band	chr9	q14	q14	32980668	36081490	gneg
band	chr9	q15	q15	36081491	42001244	gpos100
band	chr9	q16	q16	42001245	50458034	gneg
band	chr9	q21.1	q21.1	50458035	59196717	gpos100
band	chr9	q21.2	q21.2	59196718	61733754	gneg
band	chr9	q21.3	q21.3	61733755	68781080	gpos100
band	chr9	q22	q22	68781081	73290553	gneg
band	chr9	q23	q23	73290554	76673269	gpos100
band	chr9	q24	q24	76673270	84002488	gneg
band	chr9	q25	q25	84002489	87385204	gpos100
band	chr9	q26	q26	87385205	96687673	gneg
band	chr9	q27	q27	96687674	100070389	gpos100
band	chr9	q28	q28	100070390	105708250	gneg
band	chrX	p24	p24	0	4117727	gneg
band	chrX	p23	p23	4117728	11764936	gpos100
band	chrX	p22	p22	11764937	22059256	gneg
band	chrX	p21	p21	22059257	28234998	gpos100
band	chrX	p14	p14	28234999	31470355	gneg
band	chrX	p13	p13	31470356	37941070	gpos100
band	chrX	p12.2	p12.2	37941071	42352922	gneg
band	chrX	p12.1	p12.1	42352923	46176526	gpos100
band	chrX	p11	p11	46176527	51176624	gneg
band	chrX	cen	cen	51176625	51176626	acen
band	chrX	q11	q11	51176627	56176722	gneg
band	chrX	q12	q12	56176723	67353412	gpos100
band	chrX	q21	q21	67353413	75294744	gneg
band	chrX	q22	q22	75294745	80882239	gpos100
band	chrX	q23	q23	80882240	82941103	gneg
band	chrX	q24	q24	82941104	90000065	gpos100
band	chrX	q25	q25	90000066	98529644	gneg
band	chrX	q26	q26	98529645	103235619	gpos100
band	chrX	q31	q31	103235620	114706432	gneg
band	chrX	q32	q32	114706433	117647666	gpos100
band	chrX	q33	q33	117647667	122647764	gneg
band	chrX	q34	q34	122647765	130000000	gpos100
band	chrX	q35	q35	130000001	132941234	gneg
band	chrX	q36	q36	132941235	135588345	gpos100
band	chrX	q41	q41	135588346	140294319	gneg
band	chrX	q42	q42	140294320	143235554	gpos100
band	chrX	q43.1	q43.1	143235555	146176788	gneg
band	chrX	q43.2	q43.2	146176789	148823899	gpos100
